快速碼,商品代號,商品名稱,款式號碼,商品條碼,國際條碼,主供應商名稱,大分類代號,大分類名稱,年度,季節,成本幣別代號,未稅標準成本,含稅標準成本,銷貨幣別代號,未稅標準定價,含稅標準定價
58637,586KK37,B0586｜卡其 37｜防潑水抗震機能輕旅靴,B0586,114466,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58638,586KK38,B0586｜卡其 38｜防潑水抗震機能輕旅靴,B0586,114469,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58639,586KK39,B0586｜卡其 39｜防潑水抗震機能輕旅靴,B0586,114452,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58640,586KK40,B0586｜卡其 40｜防潑水抗震機能輕旅靴,B0586,114455,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58641,586KK41,B0586｜卡其 41｜防潑水抗震機能輕旅靴,B0586,114457,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58642,586KK42,B0586｜卡其 42｜防潑水抗震機能輕旅靴,B0586,114461,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58643,586KK43,B0586｜卡其 43｜防潑水抗震機能輕旅靴,B0586,114588,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58636,586MWT36,B0586｜米白 36｜防潑水抗震機能輕旅靴,B0586,114465,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58637,586MWT37,B0586｜米白 37｜防潑水抗震機能輕旅靴,B0586,114468,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58638,586MWT38,B0586｜米白 38｜防潑水抗震機能輕旅靴,B0586,114471,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58639,586MWT39,B0586｜米白 39｜防潑水抗震機能輕旅靴,B0586,114453,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58640,586MWT40,B0586｜米白 40｜防潑水抗震機能輕旅靴,B0586,114456,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58641,586MWT41,B0586｜米白 41｜防潑水抗震機能輕旅靴,B0586,114459,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58642,586MWT42,B0586｜米白 42｜防潑水抗震機能輕旅靴,B0586,114462,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58643,586MWT43,B0586｜米白 43｜防潑水抗震機能輕旅靴,B0586,114587,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58636,586BK36,B0586｜黑色 36｜防潑水抗震機能輕旅靴,B0586,114463,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58637,586BK37,B0586｜黑色 37｜防潑水抗震機能輕旅靴,B0586,114467,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58638,586BK38,B0586｜黑色 38｜防潑水抗震機能輕旅靴,B0586,114470,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58639,586BK39,B0586｜黑色 39｜防潑水抗震機能輕旅靴,B0586,114451,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58640,586BK40,B0586｜黑色 40｜防潑水抗震機能輕旅靴,B0586,114454,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58641,586BK41,B0586｜黑色 41｜防潑水抗震機能輕旅靴,B0586,114458,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58642,586BK42,B0586｜黑色 42｜防潑水抗震機能輕旅靴,B0586,114460,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58643,586BK43,B0586｜黑色 43｜防潑水抗震機能輕旅靴,B0586,114586,,連成,B,BONJOUR鞋全系列,,,NTD,585.71,615,NTD,"1,505","1,580"
58735,587DBL35,B0587｜深藍 35｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58736,587DBL36,B0587｜深藍 36｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58737,587DBL37,B0587｜深藍 37｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58738,587DBL38,B0587｜深藍 38｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58739,587DBL39,B0587｜深藍 39｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58740,587DBL40,B0587｜深藍 40｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58741,587DBL41,B0587｜深藍 41｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58742,587DBL42,B0587｜深藍 42｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58743,587DBL43,B0587｜深藍 43｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58735,587LGY35,B0587｜淺灰 35｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58736,587LGY36,B0587｜淺灰 36｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58737,587LGY37,B0587｜淺灰 37｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58738,587LGY38,B0587｜淺灰 38｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58739,587LGY39,B0587｜淺灰 39｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58740,587LGY40,B0587｜淺灰 40｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58741,587LGY41,B0587｜淺灰 41｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58742,587LGY42,B0587｜淺灰 42｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58743,587LGY43,B0587｜淺灰 43｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58735,587PBR35,B0587｜紫咖 35｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58736,587PBR36,B0587｜紫咖 36｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58737,587PBR37,B0587｜紫咖 37｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58738,587PBR38,B0587｜紫咖 38｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58739,587PBR39,B0587｜紫咖 39｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58740,587PBR40,B0587｜紫咖 40｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58741,587PBR41,B0587｜紫咖 41｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58742,587PBR42,B0587｜紫咖 42｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58743,587PBR43,B0587｜紫咖 43｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58735,587BK35,B0587｜黑色 35｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58736,587BK36,B0587｜黑色 36｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58737,587BK37,B0587｜黑色 37｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58738,587BK38,B0587｜黑色 38｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58739,587BK39,B0587｜黑色 39｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58740,587BK40,B0587｜黑色 40｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58741,587BK41,B0587｜黑色 41｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58742,587BK42,B0587｜黑色 42｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58743,587BK43,B0587｜黑色 43｜Ti22循環3D步態平衡健康機能鞋,B0587,,,連成,B,BONJOUR鞋全系列,,,NTD,504.76,530,NTD,"1,410","1,480"
58843,588WT43,B0588｜白色UK10｜360°超防水緩震厚底機能鞋,B0588,117610,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58844,588WT44,B0588｜白色UK11｜360°超防水緩震厚底機能鞋,B0588,117613,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883536,588WT3536,B0588｜白色UK4｜360°超防水緩震厚底機能鞋,B0588,117574,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883738,588WT3738,B0588｜白色UK5｜360°超防水緩震厚底機能鞋,B0588,117577,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883940,588WT3940,B0588｜白色UK6｜360°超防水緩震厚底機能鞋,B0588,117571,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5884142,588WT4142,B0588｜白色UK7｜360°超防水緩震厚底機能鞋,B0588,117580,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58841,588WT41,B0588｜白色UK8｜360°超防水緩震厚底機能鞋,B0588,117608,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58842,588WT42,B0588｜白色UK9｜360°超防水緩震厚底機能鞋,B0588,117617,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58843,588GY43,B0588｜灰色UK10｜360°超防水緩震厚底機能鞋,B0588,117611,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58844,588GY44,B0588｜灰色UK11｜360°超防水緩震厚底機能鞋,B0588,117614,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883536,588GY3536,B0588｜灰色UK4｜360°超防水緩震厚底機能鞋,B0588,117575,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883738,588GY3738,B0588｜灰色UK5｜360°超防水緩震厚底機能鞋,B0588,117578,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883940,588GY3940,B0588｜灰色UK6｜360°超防水緩震厚底機能鞋,B0588,117572,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5884142,588GY4142,B0588｜灰色UK7｜360°超防水緩震厚底機能鞋,B0588,117581,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58841,588GY41,B0588｜灰色UK8｜360°超防水緩震厚底機能鞋,B0588,117607,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58842,588GY42,B0588｜灰色UK9｜360°超防水緩震厚底機能鞋,B0588,117616,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58843,588BK43,B0588｜黑色UK10｜360°超防水緩震厚底機能鞋,B0588,117609,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58844,588BK44,B0588｜黑色UK11｜360°超防水緩震厚底機能鞋,B0588,117612,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883536,588BK3536,B0588｜黑色UK4｜360°超防水緩震厚底機能鞋,B0588,117573,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883738,588BK3738,B0588｜黑色UK5｜360°超防水緩震厚底機能鞋,B0588,117576,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5883940,588BK3940,B0588｜黑色UK6｜360°超防水緩震厚底機能鞋,B0588,117570,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
5884142,588BK4142,B0588｜黑色UK7｜360°超防水緩震厚底機能鞋,B0588,117579,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58841,588BK41,B0588｜黑色UK8｜360°超防水緩震厚底機能鞋,B0588,117606,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58842,588BK42,B0588｜黑色UK9｜360°超防水緩震厚底機能鞋,B0588,117615,,鞋材/配件進貨(台灣),B,BONJOUR鞋全系列,,,NTD,866.67,910,NTD,"2,552","2,680"
58935,589WT35,B0589｜白色 35｜吸濕快乾核心美體鞋,B0589,116644,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589WT36,B0589｜白色 36｜吸濕快乾核心美體鞋,B0589,116647,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589WT37,B0589｜白色 37｜吸濕快乾核心美體鞋,B0589,116650,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589WT38,B0589｜白色 38｜吸濕快乾核心美體鞋,B0589,116652,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589WT39,B0589｜白色 39｜吸濕快乾核心美體鞋,B0589,116629,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589WT40,B0589｜白色 40｜吸濕快乾核心美體鞋,B0589,116632,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589WT41,B0589｜白色 41｜吸濕快乾核心美體鞋,B0589,116635,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589WT42,B0589｜白色 42｜吸濕快乾核心美體鞋,B0589,116638,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589WT43,B0589｜白色 43｜吸濕快乾核心美體鞋,B0589,116641,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589ABK35,B0589｜全黑 35｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118706,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589ABK36,B0589｜全黑 36｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118707,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589ABK37,B0589｜全黑 37｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118708,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589ABK38,B0589｜全黑 38｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118709,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589ABK39,B0589｜全黑 39｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118701,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589ABK40,B0589｜全黑 40｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118702,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589ABK41,B0589｜全黑 41｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118703,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589ABK42,B0589｜全黑 42｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118704,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589ABK43,B0589｜全黑 43｜(全黑版)吸濕快乾S.Cafe核心美體鞋,B0589,118705,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589GYK35,B0589｜灰粉 35｜吸濕快乾核心美體鞋,B0589,114715,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589GYK36,B0589｜灰粉 36｜吸濕快乾核心美體鞋,B0589,114720,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589GYK37,B0589｜灰粉 37｜吸濕快乾核心美體鞋,B0589,114724,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589GYK38,B0589｜灰粉 38｜吸濕快乾核心美體鞋,B0589,114745,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589GYK39,B0589｜灰粉 39｜吸濕快乾核心美體鞋,B0589,114727,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589GYK40,B0589｜灰粉 40｜吸濕快乾核心美體鞋,B0589,114733,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589GYK41,B0589｜灰粉 41｜吸濕快乾核心美體鞋,B0589,114735,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589GYK42,B0589｜灰粉 42｜吸濕快乾核心美體鞋,B0589,114741,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589GYK43,B0589｜灰粉 43｜吸濕快乾核心美體鞋,B0589,114712,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589GYB35,B0589｜灰藍 35｜吸濕快乾核心美體鞋,B0589,116642,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589GYB36,B0589｜灰藍 36｜吸濕快乾核心美體鞋,B0589,116646,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589GYB37,B0589｜灰藍 37｜吸濕快乾核心美體鞋,B0589,116649,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589GYB38,B0589｜灰藍 38｜吸濕快乾核心美體鞋,B0589,116651,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589GYB39,B0589｜灰藍 39｜吸濕快乾核心美體鞋,B0589,116627,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589GYB40,B0589｜灰藍 40｜吸濕快乾核心美體鞋,B0589,116630,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589GYB41,B0589｜灰藍 41｜吸濕快乾核心美體鞋,B0589,116633,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589GYB42,B0589｜灰藍 42｜吸濕快乾核心美體鞋,B0589,116636,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589GYB43,B0589｜灰藍 43｜吸濕快乾核心美體鞋,B0589,116640,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589LGY35,B0589｜淺灰(灰色) 35｜吸濕快乾核心美體鞋,B0589,114717,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589LGY36,B0589｜淺灰(灰色) 36｜吸濕快乾核心美體鞋,B0589,114721,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589LGY37,B0589｜淺灰(灰色) 37｜吸濕快乾核心美體鞋,B0589,114725,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589LGY38,B0589｜淺灰(灰色) 38｜吸濕快乾核心美體鞋,B0589,114743,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589LGY39,B0589｜淺灰(灰色) 39｜吸濕快乾核心美體鞋,B0589,114729,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589LGY40,B0589｜淺灰(灰色) 40｜吸濕快乾核心美體鞋,B0589,114731,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589LGY41,B0589｜淺灰(灰色) 41｜吸濕快乾核心美體鞋,B0589,114737,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589LGY42,B0589｜淺灰(灰色) 42｜吸濕快乾核心美體鞋,B0589,114739,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589LGY43,B0589｜淺灰(灰色) 43｜吸濕快乾核心美體鞋,B0589,114713,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589LBRR35,B0589｜淺棕 35｜吸濕快乾核心美體鞋,B0589,114716,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589LBRR36,B0589｜淺棕 36｜吸濕快乾核心美體鞋,B0589,114718,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589LBRR37,B0589｜淺棕 37｜吸濕快乾核心美體鞋,B0589,114722,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589LBRR38,B0589｜淺棕 38｜吸濕快乾核心美體鞋,B0589,114744,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589LBRR39,B0589｜淺棕 39｜吸濕快乾核心美體鞋,B0589,114728,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589LBRR40,B0589｜淺棕 40｜吸濕快乾核心美體鞋,B0589,114732,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589LBRR41,B0589｜淺棕 41｜吸濕快乾核心美體鞋,B0589,114736,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589LBRR42,B0589｜淺棕 42｜吸濕快乾核心美體鞋,B0589,114740,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589LBRR43,B0589｜淺棕 43｜吸濕快乾核心美體鞋,B0589,114710,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589LPP35,B0589｜淺紫(藕紫) 35｜吸濕快乾核心美體鞋,B0589,116643,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589LPP36,B0589｜淺紫(藕紫) 36｜吸濕快乾核心美體鞋,B0589,116645,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589LPP37,B0589｜淺紫(藕紫) 37｜吸濕快乾核心美體鞋,B0589,116648,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58938,589LPP38,B0589｜淺紫(藕紫) 38｜吸濕快乾核心美體鞋,B0589,116653,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58939,589LPP39,B0589｜淺紫(藕紫) 39｜吸濕快乾核心美體鞋,B0589,116628,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58940,589LPP40,B0589｜淺紫(藕紫) 40｜吸濕快乾核心美體鞋,B0589,116631,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58941,589LPP41,B0589｜淺紫(藕紫) 41｜吸濕快乾核心美體鞋,B0589,116634,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58942,589LPP42,B0589｜淺紫(藕紫) 42｜吸濕快乾核心美體鞋,B0589,116637,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58943,589LPP43,B0589｜淺紫(藕紫) 43｜吸濕快乾核心美體鞋,B0589,116639,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58935,589BK35,B0589｜黑色 35｜吸濕快乾核心美體鞋,B0589,114714,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58936,589BK36,B0589｜黑色 36｜吸濕快乾核心美體鞋,B0589,114719,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
58937,589BK37,B0589｜黑色 37｜吸濕快乾核心美體鞋,B0589,114723,,連成,B,BONJOUR鞋全系列,,,NTD,590.48,620,NTD,"1,695","1,780"
